t	z	A	theta	lambda	theta_s	lambda_s
9083000.000000	1.058148	1.541003	-0.960402	-2.817689	-0.397415	2.228860
9084000.000000	1.058174	1.541002	-0.960402	-2.890392	-0.397394	2.156139
9085000.000000	1.058201	1.541002	-0.960402	-2.963095	-0.397373	2.083418
9086000.000000	1.058227	1.541002	-0.960402	-3.035799	-0.397352	2.010697
9087000.000000	1.058253	1.541002	-0.960402	-3.108502	-0.397332	1.937976
9088000.000000	1.058280	1.541002	-0.960402	3.101980	-0.397311	1.865255
9089000.000000	1.058307	1.541002	-0.960401	3.029277	-0.397290	1.792534
9090000.000000	1.058334	1.541003	-0.960401	2.956574	-0.397269	1.719812
9091000.000000	1.058361	1.541003	-0.960401	2.883871	-0.397248	1.647091
9092000.000000	1.058387	1.541002	-0.960401	2.811167	-0.397227	1.574370
9093000.000000	1.058414	1.541002	-0.960401	2.738464	-0.397206	1.501649
9094000.000000	1.058440	1.541002	-0.960401	2.665761	-0.397185	1.428928
9095000.000000	1.058467	1.541002	-0.960401	2.593058	-0.397164	1.356207
9096000.000000	1.058494	1.541002	-0.960401	2.520355	-0.397143	1.283486
9097000.000000	1.058521	1.541002	-0.960401	2.447652	-0.397122	1.210765
9098000.000000	1.058548	1.541003	-0.960401	2.374949	-0.397101	1.138043
9099000.000000	1.058574	1.541003	-0.960400	2.302245	-0.397080	1.065322
9100000.000000	1.058601	1.541002	-0.960400	2.229542	-0.397059	0.992601
9101000.000000	1.058628	1.541002	-0.960400	2.156839	-0.397038	0.919880
9102000.000000	1.058655	1.541002	-0.960400	2.084136	-0.397017	0.847159
9103000.000000	1.058681	1.541002	-0.960400	2.011433	-0.396996	0.774438
9104000.000000	1.058708	1.541002	-0.960400	1.938730	-0.396975	0.701717
9105000.000000	1.058735	1.541003	-0.960400	1.866027	-0.396954	0.628995
9106000.000000	1.058762	1.541003	-0.960400	1.793324	-0.396933	0.556274
9107000.000000	1.058790	1.541002	-0.960400	1.720621	-0.396911	0.483553
9108000.000000	1.058816	1.541002	-0.960400	1.647918	-0.396890	0.410832
9109000.000000	1.058843	1.541002	-0.960400	1.575215	-0.396869	0.338111
9110000.000000	1.058870	1.541003	-0.960399	1.502512	-0.396848	0.265390
9111000.000000	1.058897	1.541003	-0.960399	1.429809	-0.396827	0.192668
9112000.000000	1.058925	1.541003	-0.960399	1.357106	-0.396805	0.119947
9113000.000000	1.058952	1.541003	-0.960399	1.284403	-0.396784	0.047226
9114000.000000	1.058978	1.541003	-0.960399	1.211700	-0.396763	-0.025495
9115000.000000	1.059006	1.541002	-0.960399	1.138997	-0.396741	-0.098216
9116000.000000	1.059033	1.541003	-0.960399	1.066294	-0.396720	-0.170938
9117000.000000	1.059060	1.541003	-0.960399	0.993591	-0.396699	-0.243659
9118000.000000	1.059088	1.541002	-0.960399	0.920888	-0.396677	-0.316380
9119000.000000	1.059114	1.541002	-0.960399	0.848185	-0.396656	-0.389101
9120000.000000	1.059141	1.541002	-0.960398	0.775482	-0.396635	-0.461822
9121000.000000	1.059169	1.541002	-0.960398	0.702779	-0.396613	-0.534544
9122000.000000	1.059197	1.541003	-0.960398	0.630077	-0.396592	-0.607265
9123000.000000	1.059224	1.541003	-0.960398	0.557374	-0.396570	-0.679986
9124000.000000	1.059251	1.541002	-0.960398	0.484671	-0.396549	-0.752707
9125000.000000	1.059278	1.541003	-0.960398	0.411968	-0.396528	-0.825429
9126000.000000	1.059306	1.541003	-0.960398	0.339265	-0.396506	-0.898150
9127000.000000	1.059333	1.541002	-0.960398	0.266562	-0.396485	-0.970871
9128000.000000	1.059361	1.541003	-0.960398	0.193860	-0.396463	-1.043592
9129000.000000	1.059388	1.541003	-0.960398	0.121157	-0.396442	-1.116314
9130000.000000	1.059416	1.541003	-0.960398	0.048454	-0.396420	-1.189035
9131000.000000	1.059443	1.541002	-0.960397	-0.024249	-0.396398	-1.261756
9132000.000000	1.059470	1.541002	-0.960397	-0.096952	-0.396377	-1.334477
9133000.000000	1.059499	1.541003	-0.960397	-0.169654	-0.396355	-1.407199
9134000.000000	1.059525	1.541003	-0.960397	-0.242357	-0.396334	-1.479920
9135000.000000	1.059553	1.541003	-0.960397	-0.315060	-0.396312	-1.552641
9136000.000000	1.059581	1.541002	-0.960397	-0.387763	-0.396290	-1.625362
9137000.000000	1.059608	1.541003	-0.960397	-0.460465	-0.396269	-1.698084
9138000.000000	1.059636	1.541003	-0.960397	-0.533168	-0.396247	-1.770805
9139000.000000	1.059664	1.541002	-0.960397	-0.605871	-0.396225	-1.843526
9140000.000000	1.059691	1.541003	-0.960397	-0.678574	-0.396204	-1.916248
9141000.000000	1.059719	1.541003	-0.960396	-0.751276	-0.396182	-1.988969
9142000.000000	1.059747	1.541003	-0.960396	-0.823979	-0.396160	-2.061690
9143000.000000	1.059775	1.541003	-0.960396	-0.896682	-0.396138	-2.134412
9144000.000000	1.059802	1.541004	-0.960396	-0.969384	-0.396117	-2.207133
9145000.000000	1.059830	1.541003	-0.960396	-1.042087	-0.396095	-2.279854
9146000.000000	1.059858	1.541003	-0.960396	-1.114790	-0.396073	-2.352576
9147000.000000	1.059886	1.541003	-0.960396	-1.187492	-0.396051	-2.425297
9148000.000000	1.059913	1.541002	-0.960396	-1.260195	-0.396029	-2.498018
9149000.000000	1.059942	1.541002	-0.960396	-1.332897	-0.396007	-2.570739
9150000.000000	1.059969	1.541003	-0.960396	-1.405600	-0.395986	-2.643461
9151000.000000	1.059996	1.541002	-0.960396	-1.478303	-0.395964	-2.716182
9152000.000000	1.060025	1.541004	-0.960395	-1.551005	-0.395942	-2.788904
9153000.000000	1.060053	1.541003	-0.960395	-1.623708	-0.395920	-2.861625
9154000.000000	1.060081	1.541003	-0.960395	-1.696410	-0.395898	-2.934346
9155000.000000	1.060109	1.541003	-0.960395	-1.769113	-0.395876	-3.007068
9156000.000000	1.060136	1.541003	-0.960395	-1.841816	-0.395854	-3.079789
9157000.000000	1.060165	1.541003	-0.960395	-1.914518	-0.395832	3.130675
9158000.000000	1.060192	1.541002	-0.960395	-1.987221	-0.395810	3.057954
9159000.000000	1.060221	1.541003	-0.960395	-2.059923	-0.395788	2.985232
9160000.000000	1.060249	1.541002	-0.960395	-2.132626	-0.395766	2.912511
9161000.000000	1.060277	1.541002	-0.960395	-2.205328	-0.395744	2.839790
9162000.000000	1.060305	1.541003	-0.960394	-2.278031	-0.395722	2.767068
9163000.000000	1.060333	1.541003	-0.960394	-2.350733	-0.395700	2.694347
9164000.000000	1.060361	1.541003	-0.960394	-2.423436	-0.395678	2.621625
9165000.000000	1.060389	1.541003	-0.960394	-2.496138	-0.395656	2.548904
9166000.000000	1.060418	1.541003	-0.960394	-2.568840	-0.395633	2.476183
9167000.000000	1.060446	1.541003	-0.960394	-2.641543	-0.395611	2.403461
9168000.000000	1.060474	1.541003	-0.960394	-2.714245	-0.395589	2.330740
9169000.000000	1.060503	1.541003	-0.960394	-2.786948	-0.395567	2.258018
9170000.000000	1.060531	1.541003	-0.960394	-2.859650	-0.395545	2.185297
9171000.000000	1.060559	1.541002	-0.960394	-2.932353	-0.395522	2.112576
9172000.000000	1.060588	1.541003	-0.960394	-3.005055	-0.395500	2.039854
9173000.000000	1.060616	1.541003	-0.960393	-3.077757	-0.395478	1.967133
9174000.000000	1.060644	1.541004	-0.960393	3.132726	-0.395456	1.894411
9175000.000000	1.060673	1.541003	-0.960393	3.060023	-0.395433	1.821690
9176000.000000	1.060701	1.541003	-0.960393	2.987321	-0.395411	1.748968
9177000.000000	1.060730	1.541004	-0.960393	2.914619	-0.395389	1.676247
9178000.000000	1.060758	1.541003	-0.960393	2.841916	-0.395366	1.603525
9179000.000000	1.060787	1.541003	-0.960393	2.769214	-0.395344	1.530804
9180000.000000	1.060815	1.541003	-0.960393	2.696512	-0.395322	1.458083
9181000.000000	1.060844	1.541003	-0.960393	2.623809	-0.395299	1.385361
9182000.000000	1.060872	1.541003	-0.960393	2.551107	-0.395277	1.312640
9183000.000000	1.060900	1.541004	-0.960393	2.478405	-0.395255	1.239918
9184000.000000	1.060929	1.541003	-0.960392	2.405702	-0.395232	1.167197
9185000.000000	1.060957	1.541004	-0.960392	2.333000	-0.395210	1.094475
9186000.000000	1.060986	1.541003	-0.960392	2.260298	-0.395187	1.021754
9187000.000000	1.061015	1.541004	-0.960392	2.187596	-0.395165	0.949032
9188000.000000	1.061043	1.541002	-0.960392	2.114893	-0.395142	0.876311
9189000.000000	1.061072	1.541003	-0.960392	2.042191	-0.395120	0.803589
9190000.000000	1.061101	1.541003	-0.960392	1.969489	-0.395097	0.730868
9191000.000000	1.061130	1.541004	-0.960392	1.896787	-0.395075	0.658146
9192000.000000	1.061159	1.541003	-0.960392	1.824085	-0.395052	0.585425
9193000.000000	1.061188	1.541003	-0.960392	1.751382	-0.395029	0.512703
9194000.000000	1.061216	1.541003	-0.960392	1.678680	-0.395007	0.439982
9195000.000000	1.061245	1.541003	-0.960391	1.605978	-0.394984	0.367260
9196000.000000	1.061273	1.541004	-0.960391	1.533276	-0.394962	0.294539
9197000.000000	1.061303	1.541004	-0.960391	1.460574	-0.394939	0.221817
9198000.000000	1.061332	1.541003	-0.960391	1.387872	-0.394916	0.149096
9199000.000000	1.061360	1.541003	-0.960391	1.315169	-0.394894	0.076374
9200000.000000	1.061389	1.541003	-0.960391	1.242467	-0.394871	0.003653
9201000.000000	1.061418	1.541003	-0.960391	1.169765	-0.394848	-0.069069
9202000.000000	1.061447	1.541002	-0.960391	1.097063	-0.394825	-0.141790
9203000.000000	1.061476	1.541003	-0.960391	1.024361	-0.394803	-0.214512
9204000.000000	1.061505	1.541003	-0.960391	0.951659	-0.394780	-0.287234
9205000.000000	1.061534	1.541003	-0.960390	0.878957	-0.394757	-0.359955
9206000.000000	1.061564	1.541004	-0.960390	0.806255	-0.394734	-0.432677
9207000.000000	1.061592	1.541004	-0.960390	0.733553	-0.394712	-0.505398
9208000.000000	1.061621	1.541004	-0.960390	0.660851	-0.394689	-0.578120
9209000.000000	1.061650	1.541003	-0.960390	0.588149	-0.394666	-0.650841
9210000.000000	1.061680	1.541004	-0.960390	0.515447	-0.394643	-0.723563
9211000.000000	1.061709	1.541004	-0.960390	0.442745	-0.394620	-0.796285
9212000.000000	1.061738	1.541003	-0.960390	0.370043	-0.394597	-0.869006
9213000.000000	1.061768	1.541003	-0.960390	0.297341	-0.394574	-0.941728
9214000.000000	1.061797	1.541003	-0.960390	0.224639	-0.394551	-1.014449
9215000.000000	1.061826	1.541003	-0.960390	0.151937	-0.394528	-1.087171
9216000.000000	1.061855	1.541005	-0.960389	0.079235	-0.394506	-1.159893
9217000.000000	1.061884	1.541004	-0.960389	0.006533	-0.394483	-1.232614
9218000.000000	1.061913	1.541004	-0.960389	-0.066169	-0.394460	-1.305336
9219000.000000	1.061942	1.541004	-0.960389	-0.138871	-0.394437	-1.378057
9220000.000000	1.061972	1.541004	-0.960389	-0.211573	-0.394414	-1.450779
9221000.000000	1.062002	1.541003	-0.960389	-0.284275	-0.394390	-1.523501
9222000.000000	1.062031	1.541003	-0.960389	-0.356977	-0.394367	-1.596222
9223000.000000	1.062060	1.541003	-0.960389	-0.429679	-0.394344	-1.668944
9224000.000000	1.062089	1.541002	-0.960389	-0.502381	-0.394321	-1.741665
9225000.000000	1.062119	1.541003	-0.960389	-0.575083	-0.394298	-1.814387
9226000.000000	1.062148	1.541003	-0.960389	-0.647785	-0.394275	-1.887109
9227000.000000	1.062178	1.541004	-0.960388	-0.720486	-0.394252	-1.959830
9228000.000000	1.062207	1.541004	-0.960388	-0.793188	-0.394229	-2.032552
9229000.000000	1.062237	1.541004	-0.960388	-0.865890	-0.394206	-2.105274
9230000.000000	1.062266	1.541003	-0.960388	-0.938592	-0.394182	-2.177995
9231000.000000	1.062296	1.541003	-0.960388	-1.011294	-0.394159	-2.250717
9232000.000000	1.062325	1.541003	-0.960388	-1.083996	-0.394136	-2.323439
9233000.000000	1.062355	1.541004	-0.960388	-1.156697	-0.394113	-2.396160
9234000.000000	1.062385	1.541003	-0.960388	-1.229399	-0.394089	-2.468882
9235000.000000	1.062415	1.541003	-0.960388	-1.302101	-0.394066	-2.541604
9236000.000000	1.062444	1.541003	-0.960388	-1.374803	-0.394043	-2.614325
9237000.000000	1.062473	1.541003	-0.960388	-1.447505	-0.394020	-2.687047
9238000.000000	1.062504	1.541003	-0.960388	-1.520206	-0.393996	-2.759769
9239000.000000	1.062533	1.541003	-0.960387	-1.592908	-0.393973	-2.832490
9240000.000000	1.062562	1.541004	-0.960387	-1.665610	-0.393950	-2.905212
9241000.000000	1.062593	1.541003	-0.960387	-1.738312	-0.393926	-2.977934
9242000.000000	1.062623	1.541004	-0.960387	-1.811013	-0.393903	-3.050656
9243000.000000	1.062652	1.541003	-0.960387	-1.883715	-0.393879	-3.123377
9244000.000000	1.062682	1.541003	-0.960387	-1.956417	-0.393856	3.087086
9245000.000000	1.062712	1.541004	-0.960387	-2.029118	-0.393833	3.014365
9246000.000000	1.062742	1.541003	-0.960387	-2.101820	-0.393809	2.941643
9247000.000000	1.062771	1.541003	-0.960387	-2.174522	-0.393786	2.868921
9248000.000000	1.062802	1.541004	-0.960387	-2.247223	-0.393762	2.796199
9249000.000000	1.062831	1.541003	-0.960387	-2.319925	-0.393739	2.723478
9250000.000000	1.062861	1.541003	-0.960386	-2.392627	-0.393715	2.650756
9251000.000000	1.062891	1.541004	-0.960386	-2.465328	-0.393692	2.578034
9252000.000000	1.062922	1.541004	-0.960386	-2.538030	-0.393668	2.505312
9253000.000000	1.062951	1.541003	-0.960386	-2.610732	-0.393645	2.432591
9254000.000000	1.062982	1.541004	-0.960386	-2.683433	-0.393621	2.359869
9255000.000000	1.063012	1.541003	-0.960386	-2.756135	-0.393597	2.287147
9256000.000000	1.063042	1.541004	-0.960386	-2.828836	-0.393574	2.214425
9257000.000000	1.063072	1.541003	-0.960386	-2.901538	-0.393550	2.141704
9258000.000000	1.063102	1.541003	-0.960386	-2.974240	-0.393526	2.068982
9259000.000000	1.063132	1.541004	-0.960386	-3.046941	-0.393503	1.996260
9260000.000000	1.063162	1.541003	-0.960386	-3.119643	-0.393479	1.923538
9261000.000000	1.063193	1.541004	-0.960385	3.090841	-0.393455	1.850816
9262000.000000	1.063222	1.541004	-0.960385	3.018140	-0.393432	1.778095
9263000.000000	1.063253	1.541004	-0.960385	2.945438	-0.393408	1.705373
9264000.000000	1.063283	1.541003	-0.960385	2.872736	-0.393384	1.632651
9265000.000000	1.063314	1.541004	-0.960385	2.800035	-0.393360	1.559929
9266000.000000	1.063343	1.541004	-0.960385	2.727333	-0.393337	1.487207
9267000.000000	1.063374	1.541003	-0.960385	2.654632	-0.393313	1.414486
9268000.000000	1.063404	1.541004	-0.960385	2.581931	-0.393289	1.341764
9269000.000000	1.063435	1.541003	-0.960385	2.509229	-0.393265	1.269042
9270000.000000	1.063466	1.541004	-0.960385	2.436528	-0.393241	1.196320
9271000.000000	1.063495	1.541004	-0.960385	2.363826	-0.393218	1.123598
9272000.000000	1.063525	1.541004	-0.960384	2.291125	-0.393194	1.050877
9273000.000000	1.063556	1.541004	-0.960384	2.218423	-0.393170	0.978155
9274000.000000	1.063586	1.541004	-0.960384	2.145722	-0.393146	0.905433
9275000.000000	1.063617	1.541004	-0.960384	2.073020	-0.393122	0.832711
9276000.000000	1.063648	1.541004	-0.960384	2.000319	-0.393098	0.759989
9277000.000000	1.063678	1.541004	-0.960384	1.927618	-0.393074	0.687267
9278000.000000	1.063709	1.541004	-0.960384	1.854916	-0.393050	0.614545
9279000.000000	1.063739	1.541003	-0.960384	1.782215	-0.393026	0.541824
9280000.000000	1.063769	1.541003	-0.960384	1.709513	-0.393002	0.469102
9281000.000000	1.063800	1.541003	-0.960384	1.636812	-0.392978	0.396380
9282000.000000	1.063831	1.541004	-0.960384	1.564111	-0.392954	0.323658
9283000.000000	1.063861	1.541004	-0.960383	1.491409	-0.392930	0.250936
9284000.000000	1.063892	1.541004	-0.960383	1.418708	-0.392906	0.178214
9285000.000000	1.063923	1.541005	-0.960383	1.346007	-0.392882	0.105492
9286000.000000	1.063953	1.541004	-0.960383	1.273305	-0.392858	0.032770
9287000.000000	1.063984	1.541004	-0.960383	1.200604	-0.392834	-0.039952
9288000.000000	1.064015	1.541003	-0.960383	1.127903	-0.392809	-0.112673
9289000.000000	1.064046	1.541003	-0.960383	1.055201	-0.392785	-0.185395
9290000.000000	1.064076	1.541003	-0.960383	0.982500	-0.392761	-0.258117
9291000.000000	1.064107	1.541004	-0.960383	0.909799	-0.392737	-0.330839
9292000.000000	1.064138	1.541004	-0.960383	0.837098	-0.392713	-0.403561
9293000.000000	1.064168	1.541004	-0.960383	0.764396	-0.392689	-0.476283
9294000.000000	1.064200	1.541003	-0.960383	0.691695	-0.392664	-0.549005
9295000.000000	1.064231	1.541004	-0.960382	0.618994	-0.392640	-0.621727
9296000.000000	1.064262	1.541005	-0.960382	0.546293	-0.392616	-0.694449
9297000.000000	1.064292	1.541004	-0.960382	0.473591	-0.392592	-0.767171
9298000.000000	1.064324	1.541004	-0.960382	0.400890	-0.392567	-0.839893
9299000.000000	1.064355	1.541004	-0.960382	0.328189	-0.392543	-0.912615
9300000.000000	1.064385	1.541005	-0.960382	0.255488	-0.392519	-0.985337
9301000.000000	1.064417	1.541004	-0.960382	0.182787	-0.392494	-1.058059
9302000.000000	1.064448	1.541005	-0.960382	0.110086	-0.392470	-1.130781
9303000.000000	1.064479	1.541004	-0.960382	0.037384	-0.392445	-1.203503
9304000.000000	1.064509	1.541003	-0.960382	-0.035317	-0.392421	-1.276224
9305000.000000	1.064540	1.541003	-0.960382	-0.108018	-0.392397	-1.348946
9306000.000000	1.064572	1.541004	-0.960381	-0.180719	-0.392372	-1.421668
9307000.000000	1.064603	1.541004	-0.960381	-0.253420	-0.392348	-1.494390
9308000.000000	1.064634	1.541004	-0.960381	-0.326121	-0.392323	-1.567112
9309000.000000	1.064665	1.541004	-0.960381	-0.398822	-0.392299	-1.639834
9310000.000000	1.064696	1.541003	-0.960381	-0.471524	-0.392274	-1.712556
9311000.000000	1.064727	1.541003	-0.960381	-0.544225	-0.392250	-1.785278
9312000.000000	1.064759	1.541003	-0.960381	-0.616926	-0.392225	-1.858000
9313000.000000	1.064790	1.541003	-0.960381	-0.689627	-0.392201	-1.930722
9314000.000000	1.064821	1.541003	-0.960381	-0.762328	-0.392176	-2.003444
9315000.000000	1.064852	1.541004	-0.960381	-0.835029	-0.392152	-2.076166
9316000.000000	1.064884	1.541003	-0.960381	-0.907730	-0.392127	-2.148888
9317000.000000	1.064916	1.541004	-0.960381	-0.980431	-0.392102	-2.221611
9318000.000000	1.064947	1.541005	-0.960380	-1.053132	-0.392078	-2.294333
9319000.000000	1.064978	1.541004	-0.960380	-1.125833	-0.392053	-2.367055
9320000.000000	1.065009	1.541005	-0.960380	-1.198534	-0.392029	-2.439777
9321000.000000	1.065041	1.541004	-0.960380	-1.271235	-0.392004	-2.512499
9322000.000000	1.065073	1.541004	-0.960380	-1.343936	-0.391979	-2.585221
9323000.000000	1.065104	1.541004	-0.960380	-1.416637	-0.391954	-2.657943
9324000.000000	1.065135	1.541004	-0.960380	-1.489338	-0.391930	-2.730665
9325000.000000	1.065167	1.541004	-0.960380	-1.562039	-0.391905	-2.803387
9326000.000000	1.065198	1.541004	-0.960380	-1.634740	-0.391880	-2.876109
9327000.000000	1.065229	1.541004	-0.960380	-1.707441	-0.391856	-2.948831
9328000.000000	1.065261	1.541004	-0.960380	-1.780142	-0.391831	-3.021553
9329000.000000	1.065292	1.541004	-0.960379	-1.852843	-0.391806	-3.094275
9330000.000000	1.065324	1.541004	-0.960379	-1.925544	-0.391781	3.116188
9331000.000000	1.065356	1.541004	-0.960379	-1.998245	-0.391756	3.043466
9332000.000000	1.065388	1.541004	-0.960379	-2.070945	-0.391731	2.970744
9333000.000000	1.065419	1.541005	-0.960379	-2.143646	-0.391707	2.898022
9334000.000000	1.065451	1.541004	-0.960379	-2.216347	-0.391682	2.825300
9335000.000000	1.065482	1.541004	-0.960379	-2.289048	-0.391657	2.752578
9336000.000000	1.065515	1.541004	-0.960379	-2.361749	-0.391632	2.679855
9337000.000000	1.065546	1.541004	-0.960379	-2.434450	-0.391607	2.607133
9338000.000000	1.065578	1.541004	-0.960379	-2.507151	-0.391582	2.534411
9339000.000000	1.065609	1.541004	-0.960379	-2.579852	-0.391557	2.461689
9340000.000000	1.065642	1.541004	-0.960379	-2.652552	-0.391532	2.388967
9341000.000000	1.065673	1.541004	-0.960378	-2.725253	-0.391507	2.316245
9342000.000000	1.065705	1.541004	-0.960378	-2.797954	-0.391482	2.243523
9343000.000000	1.065737	1.541004	-0.960378	-2.870655	-0.391457	2.170801
9344000.000000	1.065769	1.541004	-0.960378	-2.943356	-0.391432	2.098078
9345000.000000	1.065801	1.541005	-0.960378	-3.016056	-0.391407	2.025356
9346000.000000	1.065833	1.541004	-0.960378	-3.088757	-0.391382	1.952634
9347000.000000	1.065864	1.541004	-0.960378	3.121727	-0.391357	1.879912
9348000.000000	1.065896	1.541004	-0.960378	3.049027	-0.391332	1.807190
9349000.000000	1.065929	1.541003	-0.960378	2.976326	-0.391306	1.734468
9350000.000000	1.065961	1.541004	-0.960378	2.903625	-0.391281	1.661745
9351000.000000	1.065993	1.541004	-0.960378	2.830924	-0.391256	1.589023
9352000.000000	1.066025	1.541004	-0.960378	2.758224	-0.391231	1.516301
9353000.000000	1.066057	1.541004	-0.960377	2.685523	-0.391206	1.443579
9354000.000000	1.066088	1.541004	-0.960377	2.612822	-0.391181	1.370857
9355000.000000	1.066122	1.541005	-0.960377	2.540122	-0.391155	1.298134
9356000.000000	1.066153	1.541005	-0.960377	2.467421	-0.391130	1.225412
9357000.000000	1.066185	1.541004	-0.960377	2.394720	-0.391105	1.152690
9358000.000000	1.066217	1.541005	-0.960377	2.322020	-0.391080	1.079968
9359000.000000	1.066250	1.541004	-0.960377	2.249319	-0.391054	1.007246
